=== Monitoring started at Mon May 26 02:06:11 EDT 2025 ===
--- 2025-05-26 02:06:11 ---
  66895 102 ptlrpcd_01_44   I
  66896  83 ptlrpcd_01_45   I
  66897 109 ptlrpcd_01_46   I
  66898  67 ptlrpcd_01_47   I
  66899 117 ptlrpcd_01_48   I
  66900 102 ptlrpcd_01_49   I
  66901  78 ptlrpcd_01_50   I
  66902  78 ptlrpcd_01_51   I
  66903 124 ptlrpcd_01_52   I
  66904 113 ptlrpcd_01_53   I
  66905  96 ptlrpcd_01_54   R
  66906 100 ptlrpcd_01_55   R
  66907 101 ptlrpcd_01_56   I
  66908  70 ptlrpcd_01_57   I
  66909 124 ptlrpcd_01_58   I
  66910  74 ptlrpcd_01_59   I
  66911  73 ptlrpcd_01_60   I
  66912 123 ptlrpcd_01_61   I
  66913  69 ptlrpcd_01_62   I
  66914 113 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441 119 monitor_ptlrpcd S

--- 2025-05-26 02:06:29 ---
  66786  96 ptlrpcd_rcv     I
  66787  40 ptlrpcd_00_00   R
  66788  41 ptlrpcd_00_01   I
  66789  63 ptlrpcd_00_02   R
  66790  13 ptlrpcd_00_03   R
  66791  14 ptlrpcd_00_04   R
  66792  37 ptlrpcd_00_05   R
  66793  20 ptlrpcd_00_06   R
  66794  61 ptlrpcd_00_07   I
  66795  29 ptlrpcd_00_08   R
  66796  40 ptlrpcd_00_09   R
  66797  35 ptlrpcd_00_10   R
  66798  39 ptlrpcd_00_11   R
  66799  17 ptlrpcd_00_12   R
  66800  13 ptlrpcd_00_13   R
  66801  20 ptlrpcd_00_14   I
  66802  15 ptlrpcd_00_15   R
  66803  30 ptlrpcd_00_16   I
  66804  43 ptlrpcd_00_17   R
  66805  12 ptlrpcd_00_18   R
  66806  59 ptlrpcd_00_19   I
  66807  47 ptlrpcd_00_20   R
  66808  48 ptlrpcd_00_21   R
  66809  27 ptlrpcd_00_22   I
  66810  34 ptlrpcd_00_23   I
  66811  60 ptlrpcd_00_24   I
  66812  11 ptlrpcd_00_25   I
  66813  51 ptlrpcd_00_26   R
  66814  34 ptlrpcd_00_27   R
  66815  59 ptlrpcd_00_28   I
  66816  27 ptlrpcd_00_29   I
  66817   8 ptlrpcd_00_30   I
  66818  60 ptlrpcd_00_31   I
  66819  18 ptlrpcd_00_32   I
  66820  57 ptlrpcd_00_33   R
  66821  35 ptlrpcd_00_34   R
  66822  32 ptlrpcd_00_35   R
  66823   9 ptlrpcd_00_36   R
  66824  52 ptlrpcd_00_37   R
  66825  53 ptlrpcd_00_38   R
  66826  55 ptlrpcd_00_39   R
  66827  46 ptlrpcd_00_40   R
  66828  15 ptlrpcd_00_41   R
  66829  49 ptlrpcd_00_42   I
  66830  20 ptlrpcd_00_43   R
  66831  12 ptlrpcd_00_44   R
  66832  41 ptlrpcd_00_45   R
  66833  62 ptlrpcd_00_46   R
  66834  17 ptlrpcd_00_47   I
  66835  61 ptlrpcd_00_48   R
  66836  10 ptlrpcd_00_49   I
  66837  56 ptlrpcd_00_50   R
  66838  61 ptlrpcd_00_51   R
  66839  54 ptlrpcd_00_52   R
  66840   8 ptlrpcd_00_53   I
  66841   1 ptlrpcd_00_54   I
  66842  58 ptlrpcd_00_55   R
  66843  41 ptlrpcd_00_56   R
  66844  14 ptlrpcd_00_57   R
  66845  37 ptlrpcd_00_58   I
  66846  43 ptlrpcd_00_59   I
  66847  17 ptlrpcd_00_60   R
  66848  40 ptlrpcd_00_61   R
  66849  52 ptlrpcd_00_62   I
  66850   1 ptlrpcd_00_63   I
  66851 122 ptlrpcd_01_00   I
  66852  75 ptlrpcd_01_01   I
  66853  68 ptlrpcd_01_02   I
  66854  83 ptlrpcd_01_03   R
  66855 122 ptlrpcd_01_04   I
  66856 111 ptlrpcd_01_05   I
  66857  80 ptlrpcd_01_06   I
  66858  85 ptlrpcd_01_07   R
  66859 111 ptlrpcd_01_08   R
  66860  73 ptlrpcd_01_09   R
  66861  78 ptlrpcd_01_10   R
  66862  85 ptlrpcd_01_11   I
  66863  99 ptlrpcd_01_12   I
  66864  68 ptlrpcd_01_13   R
  66865  64 ptlrpcd_01_14   I
  66866 119 ptlrpcd_01_15   I
  66867  97 ptlrpcd_01_16   I
  66868 121 ptlrpcd_01_17   I
  66869  72 ptlrpcd_01_18   I
  66870  77 ptlrpcd_01_19   R
  66871  96 ptlrpcd_01_20   I
  66872 109 ptlrpcd_01_21   I
  66873  89 ptlrpcd_01_22   R
  66874  72 ptlrpcd_01_23   I
  66875  86 ptlrpcd_01_24   I
  66876  80 ptlrpcd_01_25   R
  66877  92 ptlrpcd_01_26   I
  66878 119 ptlrpcd_01_27   I
  66879 123 ptlrpcd_01_28   I
  66880  90 ptlrpcd_01_29   R
  66881  97 ptlrpcd_01_30   I
  66882  65 ptlrpcd_01_31   R
  66883 105 ptlrpcd_01_32   I
  66884 115 ptlrpcd_01_33   I
  66885 124 ptlrpcd_01_34   R
  66886  98 ptlrpcd_01_35   R
  66887 100 ptlrpcd_01_36   R
  66888  99 ptlrpcd_01_37   R
  66889 120 ptlrpcd_01_38   R
  66890 117 ptlrpcd_01_39   R
  66891 121 ptlrpcd_01_40   I
  66892  98 ptlrpcd_01_41   I
  66893 107 ptlrpcd_01_42   I
  66894 114 ptlrpcd_01_43   I
  66895 103 ptlrpcd_01_44   I
  66896 120 ptlrpcd_01_45   I
  66897 102 ptlrpcd_01_46   I
  66898 123 ptlrpcd_01_47   I
  66899  76 ptlrpcd_01_48   I
  66900 101 ptlrpcd_01_49   R
  66901  70 ptlrpcd_01_50   I
  66902  64 ptlrpcd_01_51   I
  66903 103 ptlrpcd_01_52   I
  66904 119 ptlrpcd_01_53   I
  66905  90 ptlrpcd_01_54   I
  66906 122 ptlrpcd_01_55   I
  66907  94 ptlrpcd_01_56   R
  66908  79 ptlrpcd_01_57   I
  66909 106 ptlrpcd_01_58   I
  66910  79 ptlrpcd_01_59   I
  66911 102 ptlrpcd_01_60   I
  66912 100 ptlrpcd_01_61   I
  66913 100 ptlrpcd_01_62   R
  66914  84 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441 115 monitor_ptlrpcd S

--- 2025-05-26 02:06:30 ---
  66786  96 ptlrpcd_rcv     I
  66787  11 ptlrpcd_00_00   R
  66788  35 ptlrpcd_00_01   R
  66789  43 ptlrpcd_00_02   I
  66790  33 ptlrpcd_00_03   R
  66791  36 ptlrpcd_00_04   R
  66792  56 ptlrpcd_00_05   I
  66793  11 ptlrpcd_00_06   R
  66794  55 ptlrpcd_00_07   R
  66795  51 ptlrpcd_00_08   I
  66796  27 ptlrpcd_00_09   R
  66797  23 ptlrpcd_00_10   I
  66798  25 ptlrpcd_00_11   I
  66799  51 ptlrpcd_00_12   R
  66800  48 ptlrpcd_00_13   R
  66801  59 ptlrpcd_00_14   I
  66802  38 ptlrpcd_00_15   I
  66803  11 ptlrpcd_00_16   I
  66804   9 ptlrpcd_00_17   I
  66805  59 ptlrpcd_00_18   I
  66806  56 ptlrpcd_00_19   I
  66807  32 ptlrpcd_00_20   I
  66808  13 ptlrpcd_00_21   I
  66809  27 ptlrpcd_00_22   R
  66810  27 ptlrpcd_00_23   R
  66811  37 ptlrpcd_00_24   I
  66812  34 ptlrpcd_00_25   I
  66813  43 ptlrpcd_00_26   I
  66814  63 ptlrpcd_00_27   R
  66815  40 ptlrpcd_00_28   I
  66816  55 ptlrpcd_00_29   I
  66817  10 ptlrpcd_00_30   I
  66818  37 ptlrpcd_00_31   I
  66819   5 ptlrpcd_00_32   I
  66820  51 ptlrpcd_00_33   I
  66821  40 ptlrpcd_00_34   R
  66822  49 ptlrpcd_00_35   I
  66823  40 ptlrpcd_00_36   I
  66824  33 ptlrpcd_00_37   R
  66825  27 ptlrpcd_00_38   R
  66826  63 ptlrpcd_00_39   I
  66827  28 ptlrpcd_00_40   I
  66828  55 ptlrpcd_00_41   R
  66829  32 ptlrpcd_00_42   I
  66830  12 ptlrpcd_00_43   I
  66831   5 ptlrpcd_00_44   I
  66832  42 ptlrpcd_00_45   R
  66833  48 ptlrpcd_00_46   I
  66834  28 ptlrpcd_00_47   R
  66835  40 ptlrpcd_00_48   I
  66836  48 ptlrpcd_00_49   I
  66837  12 ptlrpcd_00_50   I
  66838  48 ptlrpcd_00_51   I
  66839   8 ptlrpcd_00_52   R
  66840   6 ptlrpcd_00_53   R
  66841  10 ptlrpcd_00_54   I
  66842  37 ptlrpcd_00_55   I
  66843  10 ptlrpcd_00_56   I
  66844  10 ptlrpcd_00_57   I
  66845  33 ptlrpcd_00_58   R
  66846   5 ptlrpcd_00_59   I
  66847  39 ptlrpcd_00_60   R
  66848  58 ptlrpcd_00_61   R
  66849  13 ptlrpcd_00_62   R
  66850  37 ptlrpcd_00_63   R
  66851 107 ptlrpcd_01_00   I
  66852  67 ptlrpcd_01_01   I
  66853 111 ptlrpcd_01_02   I
  66854 104 ptlrpcd_01_03   I
  66855 107 ptlrpcd_01_04   I
  66856 103 ptlrpcd_01_05   I
  66857 120 ptlrpcd_01_06   I
  66858 103 ptlrpcd_01_07   I
  66859 121 ptlrpcd_01_08   I
  66860  73 ptlrpcd_01_09   I
  66861 106 ptlrpcd_01_10   I
  66862 104 ptlrpcd_01_11   I
  66863 106 ptlrpcd_01_12   I
  66864  91 ptlrpcd_01_13   I
  66865 106 ptlrpcd_01_14   I
  66866  64 ptlrpcd_01_15   I
  66867  73 ptlrpcd_01_16   I
  66868  64 ptlrpcd_01_17   I
  66869 118 ptlrpcd_01_18   I
  66870 118 ptlrpcd_01_19   I
  66871 109 ptlrpcd_01_20   R
  66872 120 ptlrpcd_01_21   I
  66873 105 ptlrpcd_01_22   I
  66874 123 ptlrpcd_01_23   I
  66875  95 ptlrpcd_01_24   I
  66876  82 ptlrpcd_01_25   I
  66877  73 ptlrpcd_01_26   I
  66878  77 ptlrpcd_01_27   I
  66879 123 ptlrpcd_01_28   I
  66880 105 ptlrpcd_01_29   R
  66881  90 ptlrpcd_01_30   I
  66882 104 ptlrpcd_01_31   I
  66883  74 ptlrpcd_01_32   I
  66884 104 ptlrpcd_01_33   I
  66885  74 ptlrpcd_01_34   I
  66886  93 ptlrpcd_01_35   I
  66887 110 ptlrpcd_01_36   I
  66888 101 ptlrpcd_01_37   I
  66889 112 ptlrpcd_01_38   I
  66890  92 ptlrpcd_01_39   I
  66891 108 ptlrpcd_01_40   R
  66892 126 ptlrpcd_01_41   R
  66893 119 ptlrpcd_01_42   I
  66894 110 ptlrpcd_01_43   R
  66895  92 ptlrpcd_01_44   R
  66896 119 ptlrpcd_01_45   I
  66897 109 ptlrpcd_01_46   R
  66898  97 ptlrpcd_01_47   I
  66899  81 ptlrpcd_01_48   I
  66900  73 ptlrpcd_01_49   I
  66901  93 ptlrpcd_01_50   I
  66902 116 ptlrpcd_01_51   R
  66903 112 ptlrpcd_01_52   I
  66904  66 ptlrpcd_01_53   I
  66905 104 ptlrpcd_01_54   I
  66906 120 ptlrpcd_01_55   R
  66907 123 ptlrpcd_01_56   I
  66908  81 ptlrpcd_01_57   R
  66909  97 ptlrpcd_01_58   R
  66910 105 ptlrpcd_01_59   I
  66911  91 ptlrpcd_01_60   R
  66912 113 ptlrpcd_01_61   I
  66913 104 ptlrpcd_01_62   I
  66914 123 ptlrpcd_01_63   R
  67440  37 monitor_ptlrpcd S
  67441 123 monitor_ptlrpcd S

--- 2025-05-26 02:06:31 ---
  66786  96 ptlrpcd_rcv     I
  66787  60 ptlrpcd_00_00   I
  66788  14 ptlrpcd_00_01   I
  66789  23 ptlrpcd_00_02   I
  66790  29 ptlrpcd_00_03   I
  66791  34 ptlrpcd_00_04   R
  66792  26 ptlrpcd_00_05   I
  66793   9 ptlrpcd_00_06   R
  66794  20 ptlrpcd_00_07   I
  66795  28 ptlrpcd_00_08   I
  66796  10 ptlrpcd_00_09   I
  66797  48 ptlrpcd_00_10   I
  66798  30 ptlrpcd_00_11   R
  66799  36 ptlrpcd_00_12   R
  66800  14 ptlrpcd_00_13   I
  66801  41 ptlrpcd_00_14   R
  66802   4 ptlrpcd_00_15   I
  66803  39 ptlrpcd_00_16   R
  66804  35 ptlrpcd_00_17   I
  66805  58 ptlrpcd_00_18   I
  66806  58 ptlrpcd_00_19   I
  66807  45 ptlrpcd_00_20   I
  66808  53 ptlrpcd_00_21   R
  66809  33 ptlrpcd_00_22   I
  66810   7 ptlrpcd_00_23   I
  66811  19 ptlrpcd_00_24   I
  66812  40 ptlrpcd_00_25   I
  66813  31 ptlrpcd_00_26   I
  66814   7 ptlrpcd_00_27   I
  66815   0 ptlrpcd_00_28   I
  66816   0 ptlrpcd_00_29   I
  66817  27 ptlrpcd_00_30   I
  66818  50 ptlrpcd_00_31   I
  66819  22 ptlrpcd_00_32   I
  66820  55 ptlrpcd_00_33   I
  66821  39 ptlrpcd_00_34   R
  66822   6 ptlrpcd_00_35   I
  66823  28 ptlrpcd_00_36   R
  66824  32 ptlrpcd_00_37   I
  66825  62 ptlrpcd_00_38   I
  66826   5 ptlrpcd_00_39   I
  66827  33 ptlrpcd_00_40   I
  66828   8 ptlrpcd_00_41   I
  66829  41 ptlrpcd_00_42   R
  66830  13 ptlrpcd_00_43   R
  66831  52 ptlrpcd_00_44   I
  66832   1 ptlrpcd_00_45   R
  66833  10 ptlrpcd_00_46   I
  66834  52 ptlrpcd_00_47   I
  66835  61 ptlrpcd_00_48   R
  66836  22 ptlrpcd_00_49   I
  66837  30 ptlrpcd_00_50   I
  66838  24 ptlrpcd_00_51   I
  66839  31 ptlrpcd_00_52   R
  66840   3 ptlrpcd_00_53   I
  66841  40 ptlrpcd_00_54   I
  66842  12 ptlrpcd_00_55   R
  66843  41 ptlrpcd_00_56   I
  66844  48 ptlrpcd_00_57   R
  66845  52 ptlrpcd_00_58   I
  66846  33 ptlrpcd_00_59   I
  66847  55 ptlrpcd_00_60   I
  66848  53 ptlrpcd_00_61   R
  66849  58 ptlrpcd_00_62   I
  66850   3 ptlrpcd_00_63   I
  66851 106 ptlrpcd_01_00   I
  66852  91 ptlrpcd_01_01   R
  66853 127 ptlrpcd_01_02   I
  66854  95 ptlrpcd_01_03   R
  66855 120 ptlrpcd_01_04   R
  66856  92 ptlrpcd_01_05   R
  66857  96 ptlrpcd_01_06   I
  66858 115 ptlrpcd_01_07   R
  66859  97 ptlrpcd_01_08   I
  66860 103 ptlrpcd_01_09   R
  66861 117 ptlrpcd_01_10   I
  66862  89 ptlrpcd_01_11   R
  66863 117 ptlrpcd_01_12   I
  66864 106 ptlrpcd_01_13   I
  66865  65 ptlrpcd_01_14   I
  66866 123 ptlrpcd_01_15   I
  66867 114 ptlrpcd_01_16   R
  66868 113 ptlrpcd_01_17   R
  66869  85 ptlrpcd_01_18   I
  66870  83 ptlrpcd_01_19   I
  66871 109 ptlrpcd_01_20   I
  66872 101 ptlrpcd_01_21   R
  66873 124 ptlrpcd_01_22   I
  66874  72 ptlrpcd_01_23   I
  66875  76 ptlrpcd_01_24   I
  66876  87 ptlrpcd_01_25   I
  66877  99 ptlrpcd_01_26   R
  66878  80 ptlrpcd_01_27   I
  66879  89 ptlrpcd_01_28   I
  66880 126 ptlrpcd_01_29   I
  66881  95 ptlrpcd_01_30   I
  66882 119 ptlrpcd_01_31   I
  66883 104 ptlrpcd_01_32   R
  66884  64 ptlrpcd_01_33   I
  66885 108 ptlrpcd_01_34   I
  66886 123 ptlrpcd_01_35   I
  66887  90 ptlrpcd_01_36   R
  66888  75 ptlrpcd_01_37   I
  66889 103 ptlrpcd_01_38   R
  66890  82 ptlrpcd_01_39   R
  66891 101 ptlrpcd_01_40   R
  66892  75 ptlrpcd_01_41   I
  66893  90 ptlrpcd_01_42   R
  66894 105 ptlrpcd_01_43   I
  66895 119 ptlrpcd_01_44   I
  66896 107 ptlrpcd_01_45   I
  66897 125 ptlrpcd_01_46   I
  66898  83 ptlrpcd_01_47   I
  66899 103 ptlrpcd_01_48   R
  66900 102 ptlrpcd_01_49   R
  66901  93 ptlrpcd_01_50   R
  66902  91 ptlrpcd_01_51   I
  66903  73 ptlrpcd_01_52   I
  66904 119 ptlrpcd_01_53   I
  66905  71 ptlrpcd_01_54   I
  66906 119 ptlrpcd_01_55   I
  66907 122 ptlrpcd_01_56   R
  66908 105 ptlrpcd_01_57   I
  66909  88 ptlrpcd_01_58   R
  66910 113 ptlrpcd_01_59   R
  66911  67 ptlrpcd_01_60   I
  66912 111 ptlrpcd_01_61   I
  66913  97 ptlrpcd_01_62   I
  66914 111 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  55 monitor_ptlrpcd S

--- 2025-05-26 02:06:32 ---
  66786  96 ptlrpcd_rcv     I
  66787  54 ptlrpcd_00_00   I
  66788  51 ptlrpcd_00_01   I
  66789  29 ptlrpcd_00_02   I
  66790  36 ptlrpcd_00_03   I
  66791  54 ptlrpcd_00_04   I
  66792  16 ptlrpcd_00_05   I
  66793   0 ptlrpcd_00_06   I
  66794  49 ptlrpcd_00_07   I
  66795  63 ptlrpcd_00_08   I
  66796  51 ptlrpcd_00_09   I
  66797  58 ptlrpcd_00_10   I
  66798  51 ptlrpcd_00_11   I
  66799  51 ptlrpcd_00_12   I
  66800  51 ptlrpcd_00_13   I
  66801  26 ptlrpcd_00_14   I
  66802  26 ptlrpcd_00_15   I
  66803  39 ptlrpcd_00_16   I
  66804  33 ptlrpcd_00_17   I
  66805  54 ptlrpcd_00_18   I
  66806   8 ptlrpcd_00_19   I
  66807   8 ptlrpcd_00_20   I
  66808  33 ptlrpcd_00_21   I
  66809  33 ptlrpcd_00_22   I
  66810  54 ptlrpcd_00_23   I
  66811  58 ptlrpcd_00_24   I
  66812  51 ptlrpcd_00_25   I
  66813  16 ptlrpcd_00_26   I
  66814  33 ptlrpcd_00_27   I
  66815  33 ptlrpcd_00_28   I
  66816   8 ptlrpcd_00_29   I
  66817  54 ptlrpcd_00_30   I
  66818  16 ptlrpcd_00_31   I
  66819  16 ptlrpcd_00_32   I
  66820  51 ptlrpcd_00_33   I
  66821  16 ptlrpcd_00_34   I
  66822  16 ptlrpcd_00_35   I
  66823  33 ptlrpcd_00_36   I
  66824  33 ptlrpcd_00_37   I
  66825  33 ptlrpcd_00_38   I
  66826   8 ptlrpcd_00_39   I
  66827   3 ptlrpcd_00_40   I
  66828  41 ptlrpcd_00_41   I
  66829  36 ptlrpcd_00_42   I
  66830  16 ptlrpcd_00_43   I
  66831  54 ptlrpcd_00_44   I
  66832  41 ptlrpcd_00_45   I
  66833  54 ptlrpcd_00_46   I
  66834  36 ptlrpcd_00_47   I
  66835  24 ptlrpcd_00_48   I
  66836  24 ptlrpcd_00_49   I
  66837  33 ptlrpcd_00_50   I
  66838  54 ptlrpcd_00_51   I
  66839   8 ptlrpcd_00_52   I
  66840  58 ptlrpcd_00_53   I
  66841  16 ptlrpcd_00_54   I
  66842  16 ptlrpcd_00_55   I
  66843  24 ptlrpcd_00_56   I
  66844  54 ptlrpcd_00_57   I
  66845  16 ptlrpcd_00_58   I
  66846   5 ptlrpcd_00_59   I
  66847  16 ptlrpcd_00_60   I
  66848  41 ptlrpcd_00_61   I
  66849  33 ptlrpcd_00_62   I
  66850  31 ptlrpcd_00_63   I
  66851  95 ptlrpcd_01_00   R
  66852 120 ptlrpcd_01_01   I
  66853  87 ptlrpcd_01_02   I
  66854 107 ptlrpcd_01_03   R
  66855 125 ptlrpcd_01_04   I
  66856 114 ptlrpcd_01_05   R
  66857  70 ptlrpcd_01_06   R
  66858 120 ptlrpcd_01_07   R
  66859  67 ptlrpcd_01_08   R
  66860  83 ptlrpcd_01_09   R
  66861  87 ptlrpcd_01_10   R
  66862  74 ptlrpcd_01_11   R
  66863  64 ptlrpcd_01_12   R
  66864 123 ptlrpcd_01_13   R
  66865 112 ptlrpcd_01_14   R
  66866  75 ptlrpcd_01_15   I
  66867 114 ptlrpcd_01_16   I
  66868  93 ptlrpcd_01_17   I
  66869 127 ptlrpcd_01_18   I
  66870  73 ptlrpcd_01_19   R
  66871  75 ptlrpcd_01_20   R
  66872  72 ptlrpcd_01_21   I
  66873 120 ptlrpcd_01_22   I
  66874  65 ptlrpcd_01_23   R
  66875 118 ptlrpcd_01_24   I
  66876 111 ptlrpcd_01_25   R
  66877  73 ptlrpcd_01_26   I
  66878  68 ptlrpcd_01_27   I
  66879 121 ptlrpcd_01_28   I
  66880  82 ptlrpcd_01_29   I
  66881  70 ptlrpcd_01_30   I
  66882  67 ptlrpcd_01_31   I
  66883  65 ptlrpcd_01_32   R
  66884 102 ptlrpcd_01_33   R
  66885  73 ptlrpcd_01_34   I
  66886 114 ptlrpcd_01_35   R
  66887  91 ptlrpcd_01_36   I
  66888  69 ptlrpcd_01_37   I
  66889  94 ptlrpcd_01_38   I
  66890 122 ptlrpcd_01_39   R
  66891 118 ptlrpcd_01_40   I
  66892  70 ptlrpcd_01_41   I
  66893  90 ptlrpcd_01_42   I
  66894 124 ptlrpcd_01_43   I
  66895 118 ptlrpcd_01_44   I
  66896  86 ptlrpcd_01_45   I
  66897 124 ptlrpcd_01_46   R
  66898  81 ptlrpcd_01_47   R
  66899  72 ptlrpcd_01_48   I
  66900  78 ptlrpcd_01_49   R
  66901  72 ptlrpcd_01_50   R
  66902  90 ptlrpcd_01_51   R
  66903 124 ptlrpcd_01_52   I
  66904  64 ptlrpcd_01_53   I
  66905 105 ptlrpcd_01_54   I
  66906  91 ptlrpcd_01_55   R
  66907 111 ptlrpcd_01_56   R
  66908  85 ptlrpcd_01_57   R
  66909  66 ptlrpcd_01_58   R
  66910 102 ptlrpcd_01_59   R
  66911  70 ptlrpcd_01_60   I
  66912  65 ptlrpcd_01_61   R
  66913  69 ptlrpcd_01_62   R
  66914 108 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  52 monitor_ptlrpcd S

--- 2025-05-26 02:06:33 ---
  66786  96 ptlrpcd_rcv     I
  66787  59 ptlrpcd_00_00   I
  66788  52 ptlrpcd_00_01   I
  66789   4 ptlrpcd_00_02   I
  66790  55 ptlrpcd_00_03   I
  66791  36 ptlrpcd_00_04   I
  66792  11 ptlrpcd_00_05   R
  66793  12 ptlrpcd_00_06   R
  66794  24 ptlrpcd_00_07   R
  66795  40 ptlrpcd_00_08   I
  66796  51 ptlrpcd_00_09   I
  66797  55 ptlrpcd_00_10   R
  66798   0 ptlrpcd_00_11   I
  66799   3 ptlrpcd_00_12   R
  66800   7 ptlrpcd_00_13   R
  66801  15 ptlrpcd_00_14   I
  66802  51 ptlrpcd_00_15   R
  66803   7 ptlrpcd_00_16   I
  66804  49 ptlrpcd_00_17   I
  66805  40 ptlrpcd_00_18   I
  66806  43 ptlrpcd_00_19   I
  66807  54 ptlrpcd_00_20   R
  66808  42 ptlrpcd_00_21   I
  66809  29 ptlrpcd_00_22   R
  66810  41 ptlrpcd_00_23   R
  66811  44 ptlrpcd_00_24   R
  66812  62 ptlrpcd_00_25   R
  66813   4 ptlrpcd_00_26   R
  66814  47 ptlrpcd_00_27   I
  66815  20 ptlrpcd_00_28   R
  66816  15 ptlrpcd_00_29   R
  66817  54 ptlrpcd_00_30   I
  66818  47 ptlrpcd_00_31   R
  66819  27 ptlrpcd_00_32   I
  66820  31 ptlrpcd_00_33   R
  66821  15 ptlrpcd_00_34   R
  66822  63 ptlrpcd_00_35   R
  66823   9 ptlrpcd_00_36   R
  66824   8 ptlrpcd_00_37   R
  66825  10 ptlrpcd_00_38   I
  66826  56 ptlrpcd_00_39   R
  66827  56 ptlrpcd_00_40   R
  66828  23 ptlrpcd_00_41   I
  66829  51 ptlrpcd_00_42   R
  66830  10 ptlrpcd_00_43   I
  66831  23 ptlrpcd_00_44   R
  66832   6 ptlrpcd_00_45   R
  66833  45 ptlrpcd_00_46   R
  66834  45 ptlrpcd_00_47   R
  66835  61 ptlrpcd_00_48   R
  66836  12 ptlrpcd_00_49   R
  66837  49 ptlrpcd_00_50   R
  66838  54 ptlrpcd_00_51   I
  66839  34 ptlrpcd_00_52   R
  66840  25 ptlrpcd_00_53   R
  66841  48 ptlrpcd_00_54   R
  66842  19 ptlrpcd_00_55   R
  66843  36 ptlrpcd_00_56   R
  66844  30 ptlrpcd_00_57   R
  66845  18 ptlrpcd_00_58   R
  66846   5 ptlrpcd_00_59   R
  66847  13 ptlrpcd_00_60   I
  66848  52 ptlrpcd_00_61   R
  66849   7 ptlrpcd_00_62   I
  66850   2 ptlrpcd_00_63   I
  66851  95 ptlrpcd_01_00   R
  66852  97 ptlrpcd_01_01   R
  66853  96 ptlrpcd_01_02   R
  66854  72 ptlrpcd_01_03   I
  66855  85 ptlrpcd_01_04   I
  66856 114 ptlrpcd_01_05   R
  66857  77 ptlrpcd_01_06   I
  66858 124 ptlrpcd_01_07   I
  66859  71 ptlrpcd_01_08   R
  66860  83 ptlrpcd_01_09   I
  66861  86 ptlrpcd_01_10   R
  66862  81 ptlrpcd_01_11   R
  66863 116 ptlrpcd_01_12   R
  66864  83 ptlrpcd_01_13   I
  66865 117 ptlrpcd_01_14   I
  66866 105 ptlrpcd_01_15   I
  66867 100 ptlrpcd_01_16   R
  66868 119 ptlrpcd_01_17   R
  66869  88 ptlrpcd_01_18   R
  66870 108 ptlrpcd_01_19   R
  66871  94 ptlrpcd_01_20   R
  66872 124 ptlrpcd_01_21   I
  66873 109 ptlrpcd_01_22   R
  66874 101 ptlrpcd_01_23   R
  66875  73 ptlrpcd_01_24   R
  66876  73 ptlrpcd_01_25   R
  66877 124 ptlrpcd_01_26   R
  66878 105 ptlrpcd_01_27   R
  66879  94 ptlrpcd_01_28   R
  66880  80 ptlrpcd_01_29   R
  66881  87 ptlrpcd_01_30   R
  66882  66 ptlrpcd_01_31   R
  66883 105 ptlrpcd_01_32   I
  66884  89 ptlrpcd_01_33   R
  66885 107 ptlrpcd_01_34   I
  66886  89 ptlrpcd_01_35   R
  66887 120 ptlrpcd_01_36   I
  66888  91 ptlrpcd_01_37   R
  66889  80 ptlrpcd_01_38   R
  66890 102 ptlrpcd_01_39   I
  66891  66 ptlrpcd_01_40   R
  66892  66 ptlrpcd_01_41   I
  66893  77 ptlrpcd_01_42   I
  66894 122 ptlrpcd_01_43   I
  66895 112 ptlrpcd_01_44   R
  66896  85 ptlrpcd_01_45   I
  66897 117 ptlrpcd_01_46   R
  66898  99 ptlrpcd_01_47   R
  66899  86 ptlrpcd_01_48   I
  66900 104 ptlrpcd_01_49   R
  66901  95 ptlrpcd_01_50   I
  66902  68 ptlrpcd_01_51   I
  66903  98 ptlrpcd_01_52   I
  66904 105 ptlrpcd_01_53   R
  66905 111 ptlrpcd_01_54   I
  66906 114 ptlrpcd_01_55   R
  66907 112 ptlrpcd_01_56   I
  66908 124 ptlrpcd_01_57   I
  66909 115 ptlrpcd_01_58   I
  66910  78 ptlrpcd_01_59   R
  66911 103 ptlrpcd_01_60   R
  66912 118 ptlrpcd_01_61   I
  66913 113 ptlrpcd_01_62   I
  66914  78 ptlrpcd_01_63   R
  67440  37 monitor_ptlrpcd S
  67441  52 monitor_ptlrpcd S

--- 2025-05-26 02:06:34 ---
  66786  96 ptlrpcd_rcv     I
  66787  47 ptlrpcd_00_00   R
  66788  38 ptlrpcd_00_01   R
  66789   1 ptlrpcd_00_02   I
  66790  40 ptlrpcd_00_03   I
  66791  43 ptlrpcd_00_04   I
  66792  15 ptlrpcd_00_05   R
  66793  63 ptlrpcd_00_06   R
  66794  20 ptlrpcd_00_07   R
  66795  29 ptlrpcd_00_08   I
  66796  34 ptlrpcd_00_09   I
  66797  53 ptlrpcd_00_10   I
  66798  12 ptlrpcd_00_11   I
  66799  56 ptlrpcd_00_12   I
  66800  32 ptlrpcd_00_13   I
